Strain Name,Species,Review Count,Rating Value,Pain,Euphoric,Fatigue,Paranoid,Focused,Spasticity,Nausea,Tingly,Headache,Dry Mouth,Aroused,Happy,Muscle Spasms,Uplifted,Anxious,Energetic,Headaches,Depression,Giggly,Talkative,Dizzy,Insomnia,Inflammation,Stress,Relaxed,Seizures,Cramps,Sleepy,Hungry,Lack of Appetite,Dry Eyes,Creative,Eye Pressure,Orange,Violet,Mint,Peach,Chestnut,Rose,Coffee,Citrus,Lime,Plum,Sage,Pine,Pungent,Pear,Tar,Tree Fruit,Berry,Vanilla,Pepper,Chemical,Tea,Ammonia,Apple,Skunk,Pineapple,Grapefruit,Honey,Earthy,Cheese,Blue Cheese,Tropical,Grape,Lemon,Flowery,Strawberry,Butter,Tobacco,Spicy/Herbal,Woody,Blueberry,Sweet,Lavender,Nutty,Apricot,Diesel,Menthol,Mango
The Doctor,indica,26,4.4,42.55319149,100,0,0,0,0,0,47.2972973,0,100,0,68.91891892,0,0,5.128205128,0,0,87.23404255,0,0,0,95.74468085,25.53191489,100,68.91891892,0,0,63.51351351,0,0,89.74358974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Purple Nepal,indica,53,4.2,0,100,0,3.539823009,0,0,0,0,3.539823009,100,70.77497666,22.59570495,0,0,0,0,13.42710997,100,0,0,4.424778761,6.138107417,0,6.138107417,0,0,0,0,82.07282913,97.69820972,14.15929204,89.07563025,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Purple Buddha,indica,35,4.4,84.21052632,100,0,16.66666667,0,0,0,0,16.66666667,100,0,70.96774194,0,54.83870968,0,0,47.36842105,73.68421053,0,0,33.33333333,63.15789474,0,100,83.87096774,0,0,64.51612903,0,0,83.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
California Orange,hybrid,249,4.3,100,65.23679569,0,7.423656456,0,0,0,0,0,100,0,100,0,94.20538442,5.257996676,58.64216813,0,94.45545744,0,0,61.02836349,52.82791589,0,71.67278441,86.55037157,0,0,0,0,54.34454762,45.98098599,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jane Doe,hybrid,7,4.3,100,100,0,0,0,0,33.33333333,80,0,100,0,100,0,0,0,0,0,66.66666667,0,0,20,33.33333333,0,66.66666667,100,0,0,60,0,0,60,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kali Mist,sativa,214,4.2,50.27829314,70.64770932,36.31725417,9.711470795,0,0,0,0,5.911330049,100,0,100,0,74.83412322,32.23082336,0,45.31539889,73.74768089,0,0,0,0,0,100,47.14060032,0,0,0,0,0,52.07600281,70.07898894,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Blob OG,hybrid,9,4.8,0,100,33.33333333,0,0,0,0,0,25,100,0,98.5915493,0,98.5915493,0,0,33.33333333,100,0,98.5915493,25,0,33.33333333,100,0,0,0,0,0,0,75,98.5915493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ogre,hybrid,234,4.1,76.17387183,88.02916836,0,0,0,0,35.44353792,0,9.51964888,100,0,62.38531466,0,68.71777219,7.965213151,0,0,100,46.53309542,0,4.145161946,52.83862013,0,82.22801494,100,0,0,0,0,0,36.35144471,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purple Power,sativa,15,4.4,48.64864865,0,0,0,80,0,0,0,9.523809524,100,0,95.55555556,0,53.33333333,0,0,0,51.35135135,82.22222222,0,4.761904762,45.94594595,0,100,100,0,0,0,0,56.75675676,80.95238095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Purple Passion,indica,45,4.4,71.99570815,0,0,1.137980085,0,0,0,0,6.827880512,100,0,88.60544218,0,65.13605442,0,0,0,87.98283262,0,0,1.137980085,34.87124464,0,100,100,0,0,96.68367347,61.05442177,66.84549356,18.06543385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tiger Woods,hybrid,11,4.1,0,60,0,100,0,0,100,0,0,100,0,60,0,0,0,0,0,50,100,0,0,0,0,100,80,0,0,0,100,50,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Northwest Pineapple,hybrid,2,5,0,100,0,0,0,0,0,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,100,100,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sour Ape,indica,7,4.3,100,82.35294118,0,0,0,0,0,0,0,100,0,91.17647059,0,0,0,91.17647059,33.33333333,66.66666667,0,0,0,0,0,66.66666667,100,0,0,0,0,33.33333333,100,82.35294118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Blue Kush,hybrid,74,4.5,75.70247934,0,0,1.510574018,0,0,57.19008264,0,0,100,0,82.33151184,0,89.3442623,2.265861027,54.18943534,37.85123967,82.31404959,0,0,2.265861027,0,0,100,100,0,0,0,0,0,36.10271903,48.08743169,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Kuchi,hybrid,6,4,100,0,50,100,55.55555556,0,0,0,0,12.5,0,100,0,0,12.5,0,100,100,0,44.44444444,0,0,0,100,55.55555556,0,0,44.44444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purple Elephant,indica,87,4.2,0,70.27171018,0,5.929919137,0,0,0,0,2.964959569,100,0,47.14970698,0,0,0,0,59.51219512,61.65853659,54.02237613,0,2.964959569,63.80487805,0,100,100,0,52,57.53862547,0,0,11.85983827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Green Ribbon,hybrid,118,4.2,0,0,87.34073161,3.066037736,100,92.39621866,86.51870119,0,0,27.40566038,0,57.01688555,0,0,1.650943396,0,86.31319359,100,52.70168856,53.17073171,20.56603774,0,0,0,53.92120075,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dirty Old Bastard,indica,4,4,100,50,50,0,0,0,0,0,0,100,50,100,0,0,0,0,0,100,0,0,0,0,0,100,100,0,0,0,0,50,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blue Kripple,indica,13,3.8,44.44444444,47.82608696,0,40,0,0,0,56.52173913,20,100,0,0,0,0,0,0,33.33333333,0,0,0,100,100,0,33.33333333,100,0,0,73.91304348,47.82608696,33.33333333,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Haoma Mist,hybrid,3,5,100,0,0,0,0,0,0,100,66.66666667,100,0,41.66666667,0,0,0,0,0,7.692307692,0,0,100,0,15.38461538,15.38461538,33.33333333,0,0,91.66666667,75,46.15384615,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Black Bubba,indica,17,4.5,22.22222222,0,0,12.90322581,0,0,0,46.05263158,0,100,0,46.05263158,0,0,0,0,0,0,0,0,87.09677419,29.62962963,0,51.85185185,100,22.22222222,100,51.31578947,71.05263158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chocolate Thai,sativa,84,4.2,59.61660263,100,56.74534476,98.08703969,0,0,0,0,1.016260163,31.62362506,0,79.12978601,0,57.71696002,13.33094213,0,0,87.71270532,84.90860379,0,0,0,0,100,0,0,0,0,0,74.70759617,100,74.51758402,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Richie Rich,hybrid,4,4.3,100,75,0,0,50,0,0,0,0,100,0,100,0,0,0,0,66.66666667,0,0,0,0,0,0,100,50,0,33.33333333,0,0,0,50,50,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Afwreck,hybrid,86,4.2,68,57.92163543,0,100,0,0,0,0,0,65.82633053,0,100,36,37.47870528,90.19607843,71.89097104,0,50,0,0,15.40616246,46,0,100,0,0,0,0,0,0,42.01680672,28.10902896,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Hercules,hybrid,15,4.5,0,99.20318725,0,100,0,0,0,0,45.45454545,45.45454545,0,83.06772908,0,80.07968127,0,74.10358566,49.36708861,54.11392405,0,0,45.45454545,0,49.36708861,100,100,0,0,0,0,49.36708861,54.54545455,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Goji Diesel,hybrid,4,4.8,0,100,66.66666667,0,100,0,0,0,0,100,0,50,0,75,0,0,100,100,0,0,0,0,0,100,0,0,33.33333333,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Blue Mystic,indica,109,4.2,58.18548387,83.53051059,0,2.964426877,0,0,0,0,1.646903821,100,0,94.76961395,92.54032258,0,0,0,0,96.97580645,0,0,4.281949934,0,91.53225806,100,100,0,0,46.17061021,0,0,81.02766798,50.3113325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
Mammoth,hybrid,23,4.6,100,0,83.14606742,0,91.57303371,0,0,0,0,100,0,100,77.52808989,55.61797753,0,0,83.14606742,0,0,0,0,0,100,0,100,0,0,0,77.52808989,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Mendo Breath,indica,191,4.6,80.25440183,56.02045428,0,14.99028823,0,0,42.92619116,0,0,100,0,59.10566928,0,41.51063723,26.0319366,0,0,63.19376918,0,0,31.66281124,61.53217556,0,100,100,0,0,62.07605912,0,0,50.05270709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
OG Diesel Kush,hybrid,77,4.4,56.48414986,39.61648307,0,4.62962963,0,0,0,0,2.314814815,100,0,100,85.5907781,0,0,83.19053448,0,88.47262248,0,0,6.944444444,89.19308357,0,100,53.1619747,0,0,25.45899633,0,0,87.26851852,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Raspberry Kush,indica,273,4.2,0,63.40379174,0,7.773954111,0,0,0,0,6.02509651,100,0,64.94160591,0,0,0,0,0,75.9195165,0,0,11.7004215,92.17988663,0,100,100,0,53.05304253,41.7752628,0,73.87514546,72.49780385,44.29070032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Doox,sativa,5,4.4,100,0,100,0,50,0,0,25,0,100,0,75,100,100,0,100,0,100,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blueberry Bomb,hybrid,5,4.8,100,0,0,0,66.66666667,0,0,33.33333333,0,100,0,0,0,0,0,0,50,50,0,33.33333333,0,50,0,100,100,0,0,66.66666667,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
The One,hybrid,26,4.8,55.14705882,0,47.05882353,0,0,0,0,59.44055944,0,100,0,66.43356643,0,96.5034965,3.125,0,0,100,0,53.84615385,0,9.558823529,0,100,100,0,0,0,0,0,98.4375,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Purple Paralysis,hybrid,27,4.6,95.55555556,0,77.77777778,25,0,0,0,82.95819936,25,100,0,94.21221865,0,0,25,0,0,86.66666667,0,0,0,0,0,100,100,0,0,94.21221865,92.92604502,82.22222222,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Nebula II CBD,hybrid,27,4.4,34.09090909,87.91946309,76.13636364,0,100,0,0,0,100,4.918032787,0,0,0,0,47.54098361,87.91946309,0,82.95454545,0,87.91946309,0,0,0,100,0,0,0,0,0,69.31818182,97.54098361,87.91946309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Dieseltonic,hybrid,13,4.2,100,96.58119658,0,0,100,0,0,95.72649573,0,100,0,0,0,52.99145299,0,0,4.761904762,11.11111111,0,0,46.95652174,0,9.523809524,96.82539683,100,0,0,0,0,0,51.30434783,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
OG Strawberry,hybrid,19,4.5,97.81021898,93.57142857,46.71532847,0,0,0,0,0,0,100,0,100,0,45.71428571,0,0,0,51.09489051,0,0,20,51.09489051,0,100,73.57142857,0,0,0,0,0,20,56.42857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Sour Pebbles,sativa,32,4.7,34.28571429,97.39583333,88.97959184,0,65.79861111,0,0,0,0,100,0,100,0,0,0,97.39583333,0,100,0,0,0,0,0,98.7755102,58.50694444,0,24.48979592,0,0,0,3.351955307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Valentine X,hybrid,20,4.5,100,83.75634518,0,50,100,0,0,0,100,100,0,0,98.19277108,98.98477157,100,0,0,98.19277108,0,0,50,0,98.79518072,100,87.30964467,0,0,0,0,0,0,84.26395939,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ICED Grapefruit,hybrid,51,4.3,88.33172613,88.44361603,0,77.91411043,0,0,0,0,77.91411043,100,0,89.8415657,0,74.65051258,81.59509202,0,0,100,71.5750233,0,0,86.01735776,0,28.83317261,100,0,84.28158149,0,0,0,85.27607362,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Moonshine Haze,sativa,108,4.4,77.34111777,90.91520306,43.81677426,3.142541341,0,0,0,0,22.6837303,100,0,91.96371856,0,100,15.38761622,65.31113109,0,100,0,0,0,0,0,80.06789949,0,0,0,0,0,26.30642216,68.05119091,75.14168571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Soul Shine,hybrid,9,4.1,66.66666667,100,22.22222222,0,0,0,0,0,100,0,18.18181818,63.63636364,33.33333333,27.27272727,0,0,0,0,0,0,0,22.22222222,0,100,0,0,0,0,0,0,0,45.45454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bubblegun,hybrid,25,3.7,90.58823529,29.21348315,67.05882353,25,84.26966292,0,0,0,33.33333333,100,68.53932584,100,0,0,0,0,0,18.82352941,0,68.53932584,25,21.17647059,0,100,0,0,0,0,0,0,58.33333333,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Space Needle,sativa,11,3.9,0,95.12195122,92.5,0,0,0,0,0,0,100,0,95.12195122,0,100,2.702702703,0,92.5,100,0,0,2.702702703,0,0,97.5,95.12195122,0,0,0,95.12195122,90,94.59459459,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Purple Goo,indica,58,4.5,98.75,0,0,0.946073794,0,0,0,0,10.12298959,5.912961211,0,15.147732,0,82.39700375,0,0,0,96.75,0,0,1.892147588,96,0,100,100,0,0,89.42987932,80.94049105,94,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lennon,sativa,1,4,0,50,0,0,0,0,0,0,0,100,50,100,0,50,0,0,0,0,0,0,100,50,0,100,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Terminator OG,indica,10,4.8,57.14285714,34.02061856,0,0,0,0,0,0,0,100,0,5.154639175,0,63.91752577,0,0,0,28.57142857,0,0,0,85.71428571,0,100,100,0,28.57142857,65.97938144,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Illuminati OG,indica,14,4.8,100,66.4921466,0,0,58.63874346,0,0,0,6.024096386,100,0,63.87434555,0,0,0,0,68.22429907,72.89719626,0,0,12.04819277,72.89719626,0,72.89719626,100,0,0,48.69109948,0,0,59.03614458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Afghan Cow,sativa,9,4.4,96.42857143,96.55172414,100,96.2962963,100,0,0,0,96.2962963,100,0,96.55172414,0,0,0,0,0,96.42857143,0,93.10344828,96.2962963,0,96.42857143,100,0,0,0,0,0,0,96.2962963,94.82758621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Earth OG,hybrid,41,4.3,23.23943662,43.2038835,9.85915493,9.259259259,0,0,0,0,5.555555556,100,0,98.54368932,0,0,0,71.84466019,0,100,0,0,29.62962963,98.5915493,0,30.28169014,100,0,0,0,0,0,24.07407407,74.75728155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kelly Hill Gold,indica,5,5,100,83.33333333,0,0,0,0,0,0,0,100,50,100,20,0,0,83.33333333,0,0,0,66.66666667,0,0,40,80,0,0,40,0,0,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Reclining Buddha,indica,12,4.9,71.42857143,97.87234043,0,50,0,0,0,0,0,100,0,100,0,93.61702128,0,0,100,85.71428571,95.74468085,0,0,71.42857143,0,100,100,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Strawberry Cheesecake,indica,109,4.4,68.51319571,55.91871758,0,56.32743831,0,0,0,0,0,100,0,60.8253052,39.71779462,46.92460704,6.290373822,0,0,60.75254769,0,0,5.18902891,58.8973086,0,100,100,0,0,0,42.01021881,0,48.48035582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Blue Steel,indica,12,4.2,100,0,0,0,0,0,0,34.28571429,0,100,0,0,0,62.85714286,0,0,0,16.39344262,0,37.14285714,33.33333333,0,0,57.37704918,100,0,42.62295082,42.85714286,0,11.47540984,33.33333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Ghost Ship,indica,10,4.3,90,81.13207547,0,2.702702703,0,0,0,0,2.702702703,100,0,30.18867925,0,0,0,0,0,100,0,0,2.702702703,90,0,40,100,0,12,28.30188679,0,0,89.18918919,60.37735849,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Dawgfather OG,hybrid,2,4.1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Hoarfrost,hybrid,4,4.8,0,100,50,0,100,0,50,0,0,0,0,100,0,0,0,0,0,50,0,0,0,0,0,100,0,0,0,0,100,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
IG Kush,hybrid,5,4.4,100,0,0,0,0,0,0,50,0,100,0,100,0,0,0,0,50,0,0,0,0,100,0,100,100,0,0,100,50,100,100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hollywood OG,hybrid,45,4.5,68.65342163,92.62939959,0,0,84.22360248,0,0,0,12.67605634,100,0,0,0,97.39130435,46.83098592,0,0,86.09271523,0,0,3.169014085,68.65342163,0,100,100,0,0,0,0,82.1192053,50,90.39337474,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Pine Tar Kush,indica,38,4.5,100,0,0,2.53164557,0,0,0,0,1.265822785,100,0,0,0,100,1.898734177,47.12746858,0,44.56193353,0,52.42369838,0,79.30513595,0,46.07250755,88.1508079,0,0,0,0,33.3836858,14.93670886,48.47396768,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Tygh Dream,indica,6,5,100,71.42857143,0,0,85.71428571,83.33333333,0,0,0,100,0,92.85714286,83.33333333,78.57142857,0,0,0,0,0,0,0,100,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Avi,hybrid,6,3,0,0,100,33.33333333,75,0,0,0,0,100,0,50,100,50,0,0,0,100,0,0,0,100,100,0,100,0,0,0,0,0,33.33333333,50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Timewreck,sativa,108,4.5,17.64705882,100,46.79144385,0,0,0,0,0,11.53846154,78.84615385,0,99.50248756,0,49.5854063,15.38461538,65.00829187,0,100,0,0,15.38461538,77.00534759,0,66.57754011,79.76782753,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
