Strain Name,Species,Review Count,Rating Value,Pain,Euphoric,Fatigue,Paranoid,Focused,Spasticity,Nausea,Tingly,Headache,Dry Mouth,Aroused,Happy,Muscle Spasms,Uplifted,Anxious,Energetic,Headaches,Depression,Giggly,Talkative,Dizzy,Insomnia,Inflammation,Stress,Relaxed,Seizures,Cramps,Sleepy,Hungry,Lack of Appetite,Dry Eyes,Creative,Eye Pressure,Orange,Violet,Mint,Peach,Chestnut,Rose,Coffee,Citrus,Lime,Plum,Sage,Pine,Pungent,Pear,Tar,Tree Fruit,Berry,Vanilla,Pepper,Chemical,Tea,Ammonia,Apple,Skunk,Pineapple,Grapefruit,Honey,Earthy,Cheese,Blue Cheese,Tropical,Grape,Lemon,Flowery,Strawberry,Butter,Tobacco,Spicy/Herbal,Woody,Blueberry,Sweet,Lavender,Nutty,Apricot,Diesel,Menthol,Mango
Ganesh Berry,hybrid,11,4.6,40,100,40,0,50,0,0,0,100,100,0,0,0,50,100,0,40,40,0,0,0,0,0,100,75,0,0,0,0,0,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Kill Bill,hybrid,12,4.4,0,97.36842105,0,0,0,0,0,0,100,100,0,97.36842105,0,0,0,0,11.11111111,0,0,0,0,91.66666667,0,100,100,0,0,94.73684211,97.36842105,94.44444444,0,0,11.11111111,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Kerala Krush,sativa,8,4.7,0,0,100,0,50,0,50,0,0,0,25,50,0,0,0,100,0,100,0,0,0,0,0,0,50,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
OCD,sativa,11,4.5,90.90909091,53.33333333,54.54545455,100,0,0,100,0,0,100,73.33333333,0,0,53.33333333,25,93.33333333,0,36.36363636,0,0,25,0,0,36.36363636,0,0,0,0,0,0,37.5,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Blue Dot,sativa,34,4.8,0,0,32.25806452,5.555555556,61.01694915,0,0,0,16.66666667,5.555555556,0,74.57627119,0,71.18644068,5.555555556,100,41.93548387,41.93548387,50.84745763,0,0,0,0,100,0,0,0,0,0,64.51612903,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Thelonious Skunk,hybrid,10,4.9,100,100,0,0,0,0,0,0,0,4.6875,77.41935484,61.29032258,96.96969697,71.77419355,0,0,0,100,0,0,100,0,96.96969697,70.70707071,61.29032258,0,0,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Murkle,indica,2,3.5,100,100,0,80,0,0,0,0,0,100,0,100,0,0,0,0,0,100,0,100,80,100,100,100,0,0,0,100,100,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Citrus Kush,hybrid,65,4.2,63.01369863,53.65853659,60.2739726,57.77777778,0,0,0,0,6.666666667,80,0,100,78.08219178,70.12195122,0,0,0,38.35616438,45.12195122,0,86.66666667,0,0,100,90.85365854,0,0,0,0,0,100,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tangier Chilly,hybrid,2,5,0,0,0,0,0,0,0,0,0,100,0,0,0,50,0,50,0,100,0,100,0,0,100,0,0,0,0,50,0,100,100,100,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toxic,hybrid,4,4.8,0,93.33333333,100,0,93.33333333,0,0,0,0,100,0,93.33333333,0,0,0,86.66666667,0,50,0,0,50,100,0,100,100,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Charlie Sheen,hybrid,120,4.6,56.18644068,14.10498859,0,22.45,0,0,0,0,0,100,0,100,0,11.17704597,4.25,0,28.81355932,69.74576271,0,0,25,0,0,100,96.13955005,0,0,86.84708184,0,53.89830508,63.95,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lem Chem,hybrid,4,4.6,0,100,0,0,57.14285714,0,0,0,0,100,0,100,0,0,0,71.42857143,0,100,0,0,0,100,0,100,0,0,0,0,57.14285714,100,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xanadu,sativa,3,4.8,100,0,100,0,100,0,100,0,0,0,0,100,0,66.66666667,0,0,0,100,0,66.66666667,0,0,0,100,0,0,0,0,0,0,0,66.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Phantom OG,indica,93,4.4,80.55555556,21.23197903,56.74603175,11.9205298,0,0,0,0,7.947019868,100,0,88.0733945,0,67.56225426,0,0,38.49206349,0,0,0,11.9205298,100,0,81.74603175,100,0,0,89.90825688,0,0,68.21192053,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serious 6,sativa,19,4,0,0,12,50,85.18518519,0,0,0,0,50,0,0,0,20,100,85.18518519,0,12,0,0,0,0,8,24,100,0,0,0,0,0,50,20,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
JGR,indica,206,4.5,72.50883487,47.69891451,54.1202613,32.43393047,0,0,0,0,30.58043632,100,0,69.63239428,0,0,33.36067755,0,0,65.4128293,0,0,0,39.19201114,0,100,100,0,0,58.34574527,36.19261775,0,47.89375665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sensi Skunk,indica,26,4.5,100,78.33769634,0,10.22727273,0,0,0,0,13.00505051,32.95454545,0,32.98429319,0,0,0,0,0,27.4611399,0,0,8.838383838,96.58031088,0,51.50259067,100,0,0,17.34293194,16.62303665,90.46632124,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Flav,hybrid,34,4.2,47.61904762,100,0,0,0,0,0,0,2.564102564,16.66666667,0,43.57142857,0,42.14285714,100,0,23.80952381,61.9047619,57.85714286,0,3.846153846,0,0,100,0,0,0,0,0,23.80952381,15.38461538,88.57142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Double Diesel,sativa,21,4.2,84.61538462,0,61.53846154,3.947368421,90.47619048,0,0,0,2.631578947,100,0,100,0,95.23809524,0,76.19047619,0,100,0,0,1.315789474,38.46153846,0,92.30769231,0,0,0,0,0,0,96.05263158,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
White Knight,hybrid,18,4.6,71.42857143,72.72727273,0,0,72.72727273,0,85.71428571,0,0,40,0,90.90909091,0,100,0,0,0,57.14285714,0,0,0,57.14285714,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jock Horror,sativa,17,4,0,100,80.91603053,0,0,0,15.26717557,0,0,100,0,100,0,0,7.352941176,75.72815534,0,100,0,0,7.352941176,0,0,55.72519084,70.87378641,0,0,0,70.87378641,48.09160305,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Hawaiian Thunder Fuck,hybrid,11,4.1,50,98.91304348,0,25,0,0,50,0,75,100,0,97.82608696,0,0,0,97.82608696,0,66.66666667,0,95.65217391,0,66.66666667,0,100,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Blue Thai,hybrid,8,3.9,50,56,100,0,0,0,0,0,0,100,0,96,0,96,0,0,0,50,0,36,0,50,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Sugar Mama,indica,18,4.8,14.51612903,100,0,0,46.61654135,0,0,0,0,66.66666667,0,55.63909774,0,18.04511278,33.33333333,0,9.677419355,97.58064516,0,0,0,52.41935484,0,100,100,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Orange Durban,sativa,9,4.7,0,0,54.32098765,0,80.64516129,0,0,0,7.216494845,45.36082474,0,76.12903226,0,100,0,89.67741935,54.32098765,100,0,0,0,0,0,0,0,0,0,0,0,45.67901235,100,56.77419355,45.67901235,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Kaua’i Electric,sativa,7,4.8,33.33333333,75,50,100,0,0,0,0,0,100,0,87.5,0,62.5,0,87.5,0,83.33333333,0,0,0,0,0,100,0,0,0,0,0,33.33333333,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Lifesaver,hybrid,29,4.5,96.96969697,98.48484848,0,15.38461538,0,0,77.27272727,0,0,100,0,28.78787879,77.27272727,24.24242424,0,80.3030303,0,92.42424242,0,0,15.38461538,0,0,100,100,0,0,0,0,0,30.76923077,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Electric Kool Aid,hybrid,18,4.8,0,93.65079365,1.666666667,0,0,0,0,0,100,100,0,100,0,98.41269841,0,0,0,6.666666667,0,0,0,93.33333333,0,100,92.06349206,0,1.666666667,0,85.71428571,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
White Diesel,hybrid,37,4.1,91.90751445,51.10565111,0,16.66666667,64.37346437,0,0,0,16.66666667,100,0,0,0,49.38574939,0,0,0,24.27745665,0,0,33.33333333,59.53757225,0,100,100,0,0,0,0,75.72254335,66.66666667,91.4004914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Atomic Goat,hybrid,11,4.8,25,0,0,0,0,0,0,0,0,8.333333333,0,65.38461538,0,100,0,57.69230769,18.75,87.5,88.46153846,0,0,75,0,100,65.38461538,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Hawaiian Snow,sativa,143,4.5,30.62607573,0,100,5.2279578,0,0,9.681583477,0,1.582516956,100,0,70.8406395,0,71.32026818,0,100,0,44.4707401,51.73285199,0,4.549736247,0,0,55.50774527,0,0,0,0,0,0,74.28409947,92.01650335,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Afgooey,indica,256,4.2,100,0,0,6.189083821,0,0,0,0,0,100,0,99.90985306,37.29043951,0,4.077322937,0,0,63.66107839,0,0,71.88109162,42.45582238,0,82.0117807,100,0,0,51.37474083,46.66907059,0,75.37361923,52.42044533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
Cherry Diesel,hybrid,98,4.6,68.13663928,81.5103365,0,37.21957557,0,0,0,0,34.85491555,100,48.47616567,78.21639158,0,49.08948827,44.42615851,0,43.27030033,100,0,0,0,39.63184901,0,63.63342782,100,0,0,0,0,0,74.43915115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Purple Skunk,hybrid,72,4.3,0,99.24164081,67.57425743,5.209097579,95.29472596,0,62.12871287,0,5.007336757,100,95.07066529,0,0,100,0,0,0,100,0,0,2.017608217,91.83168317,0,89.35643564,0,0,0,0,0,0,7.428466618,97.91451224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sour Joker,sativa,38,4.6,38.45710996,0,37.07541739,19.8920586,65.69250318,0,0,0,0,100,0,100,0,71.4866582,32.15111796,89.45362135,0,100,0,0,9.946029298,0,41.70984456,86.01036269,77.45870394,0,0,0,0,0,24.51811874,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Wembley,indica,2,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dolla Sign OG Kush,indica,4,5,0,0,100,0,0,0,0,0,0,100,0,0,0,50,100,50,0,0,0,0,0,0,0,0,0,0,0,50,50,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Grape Krush,indica,113,4.1,46.96132597,60.95334686,0,3.205128205,0,0,0,0,4.807692308,100,0,100,19.33701657,82.30223124,0,0,0,23.48066298,0,0,12.82051282,82.0441989,0,100,70.18255578,0,0,0,79.76673428,0,88.78205128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Grape Soda,hybrid,12,4.8,0,26.02739726,91.66666667,0,0,0,91.66666667,0,14.28571429,100,0,69.8630137,100,0,0,0,0,0,32.87671233,30.1369863,14.28571429,100,0,0,100,0,0,0,0,0,57.14285714,0,91.66666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Purple Alien OG,hybrid,94,4.6,100,32.18002813,0,42.6744186,0,0,0,0,0,100,0,67.84810127,0,39.83122363,9.76744186,0,0,54.88372093,0,0,17.09302326,84.12790698,0,75,100,0,0,45.42897328,0,45.11627907,21.97674419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Willie Nelson,sativa,107,4.3,86.96490551,77.3352643,43.73312765,27.27272727,73.13540912,0,0,0,85.08158508,100,0,100,0,0,9.090909091,78.3128168,29.65676822,67.83648284,0,0,0,0,0,100,0,0,0,0,0,0,57.57575758,98.58797972,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Melon Gum,hybrid,38,4.3,80,0,90,18.18181818,65.87537092,0,0,0,0,100,0,100,0,67.06231454,9.090909091,0,0,80,0,0,27.27272727,0,60,100,99.70326409,0,0,0,0,0,27.27272727,66.76557864,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Fruit Loops,hybrid,56,4.5,50.39936102,83.9165783,45.60702875,0,0,0,0,0,0,100,0,100,0,70.31931189,19.47123973,0,0,53.09504792,0,0,0,0,0,100,85.34228821,0,0,0,0,46.90495208,20.90032154,61.42335336,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cherry Grapefruit,hybrid,4,4.5,0,0,66.66666667,0,0,0,0,83.33333333,0,100,0,100,0,83.33333333,0,0,66.66666667,66.66666667,0,0,0,0,0,100,91.66666667,0,0,0,0,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Cowboy Kush,hybrid,11,4.8,60,71.42857143,0,0,0,0,0,0,0,100,0,100,0,57.14285714,0,0,60,80,0,0,25,0,40,100,100,0,0,0,0,0,75,42.85714286,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nice Cherry,indica,9,4.6,0,0,0,0,0,0,0,0,100,100,0,83.33333333,0,0,0,0,40,100,0,33.33333333,0,100,0,60,100,0,0,33.33333333,50,80,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
X-Wing,indica,14,4.3,92.02279202,0,0,0,9.644670051,0,10.82621083,0,0,100,0,85.78680203,0,0,0,0,0,0,0,0,0,100,0,93.44729345,100,0,0,91.62436548,74.87309645,82.62108262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Jamba Juice,hybrid,4,4.8,0,0,7.142857143,0,0,0,0,12.5,100,0,0,29.16666667,0,16.66666667,0,0,0,3.571428571,0,0,0,0,0,100,20.83333333,0,7.142857143,0,0,3.571428571,0,100,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Big Skunk Korean,hybrid,1,4,0,0,100,0,0,0,100,0,0,100,0,0,0,100,0,100,0,100,0,100,0,0,0,0,0,0,0,0,100,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North American Indica,indica,7,4.8,0,0,84.61538462,0,93.33333333,0,0,0,9.090909091,100,0,73.33333333,0,20,0,0,0,84.61538462,0,0,9.090909091,100,0,84.61538462,100,69.23076923,0,86.66666667,0,0,18.18181818,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Robert Plant,sativa,2,4.7,0,100,0,0,0,0,96,0,0,100,0,0,0,14.81481481,0,0,100,8,0,0,100,96,0,0,100,0,0,0,88.88888889,96,100,96.2962963,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Shangri-La,hybrid,24,4.6,70.08547009,71.98067633,33.33333333,44.28571429,0,0,0,0,88.57142857,100,0,81.15942029,0,85.02415459,44.28571429,0,0,73.5042735,0,0,0,0,59.82905983,100,100,0,0,0,0,0,100,56.52173913,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balmoral,hybrid,9,4.2,85.71428571,0,0,0,0,0,0,0,0,100,0,100,0,93.75,0,75,0,28.57142857,0,0,0,78.57142857,14.28571429,100,100,0,0,0,0,0,40,68.75,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
White Walker Kush,hybrid,49,4.2,72.09501025,55.19968367,0,6.721202742,70.0540398,0,0,0,53.90227725,100,0,60.78819033,0,79.64940029,0,0,51.26452495,99.21394395,0,0,2.034048198,0,0,100,100,0,0,0,0,67.20779221,54.91930135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
Tangerine Man,sativa,16,4.8,60,100,80,33.33333333,0,0,0,0,0,100,40,70,0,60,100,70,0,80,0,0,33.33333333,20,0,100,0,0,0,0,0,0,33.33333333,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Six Shooter,hybrid,5,4.6,0,75,50,0,75,0,0,0,0,0,0,75,0,0,0,0,100,100,0,0,0,0,0,100,75,0,0,0,0,50,0,100,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Purple Linda,indica,2,5,100,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,100,0,100,100,0,0,92.30769231,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mataro Blue,indica,25,4.4,73.33333333,0,51.85185185,7.37704918,0,0,0,0,13.93442623,100,0,69.78609626,0,39.83957219,0,0,0,38.51851852,0,31.28342246,50,100,0,70.37037037,100,0,0,0,35.56149733,0,39.3442623,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Confidential Cheese,indica,110,4.5,95.9688826,94.56667561,0,8.138206739,98.37671049,0,0,0,0,100,0,0,8.528995757,100,4.854368932,89.54923531,0,95.03536068,0,0,0.471159338,0,0,100,33.70002683,0,0,0,0,9.46251768,91.0765277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
South Indian Indica,indica,3,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Critical Mass,indica,559,4.3,97.3344636,39.90041784,0,9.569553806,0,0,0,0,14.77165354,100,0,53.55668426,0,0,0,0,0,72.08721861,0,0,15.8687664,52.47715927,51.57765847,100,100,0,0,58.85355418,40.61350614,0,52.92388451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
Alien Asshat,hybrid,23,4.8,60,0,60,0,0,0,40,0,0,100,0,100,0,0,0,0,0,80,97.07602339,94.15204678,100,0,0,100,97.07602339,0,0,91.22807018,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kimbo Kush,hybrid,121,4.4,79.38507346,0,70.04261161,0,0,0,0,0,1.393803794,60.30113468,0,79.56884208,0,57.7758746,14.30218488,0,0,63.64641278,30.3206698,0,3.252208854,85.20271716,0,100,100,0,0,54.46256919,0,0,100,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pink Berry,indica,7,3.9,0,86.13861386,3.191489362,0,0,0,0,0,0,0,0,9.900990099,0,12.87128713,0,0,3.191489362,3.191489362,0,0,0,0,0,100,100,0,0,99.00990099,0,0,0,0,6.382978723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Lemon Drop,hybrid,137,4.2,0,0,29.27143778,0,100,0,0,0,12.13017751,84.9112426,0,92.59412924,0,90.47816617,57.05832629,0,40.67053514,93.6686009,0,0,6.593406593,0,0,100,74.74328389,0,0,0,0,0,100,71.50710507,17.09864603,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
